Market,AREA,A_MEAN,A_MEAN_ME,A_MEAN_SE,A_MEDIAN,A_MEDIAN_ME,A_MEDIAN_SE,EMP_PRSE,JOBS_1000,JOBS_1000_ME,JOBS_1000_SE,MEAN_PRSE,OCC_CODE,OCC_TITLE,PRIM_STATE,TOT_EMP,TOT_EMP_ME,TOT_EMP_SE,YEAR
"Lawton, OK",30020,66390.0,4944.7272,2522.82,64220.0,6197.22659976,3161.850306,9.7,19.052,3.6221662399999994,1.8480439999999998,3.8,15-0000,Computer and Mathematical Occupations,OK,830.0,157.79959999999997,80.50999999999999,2016
"Oklahoma City, OK",36420,68730.0,2694.216,1374.6,64120.0,3376.6609128,1722.78618,3.4,25.015,1.6669996,0.85051,2.0,15-0000,Computer and Mathematical Occupations,OK,15190.0,1012.2616,516.46,2016
"Tulsa, OK",46140,72510.0,2984.5116,1522.71,67670.0,3740.4883882800004,1908.4124430000002,5.7,19.491,2.1775345200000005,1.1109870000000002,2.1,15-0000,Computer and Mathematical Occupations,OK,8440.0,942.9168,481.08,2016
"Albany, OR",10540,60690.0,3806.4768,1942.08,59400.0,4770.657373440001,2434.0088640000004,8.0,6.88,1.078784,0.5504,3.2,15-0000,Computer and Mathematical Occupations,OR,290.0,45.472,23.2,2016
"Bend, OR",13460,62380.0,3301.1495999999997,1684.26,57750.0,4137.330793679999,2110.883058,6.9,16.933,2.29001892,1.168377,2.7,15-0000,Computer and Mathematical Occupations,OR,1270.0,171.7548,87.63,2016
"Corvallis, OR",18700,78060.0,5813.9088,2966.28,73910.0,7286.571899040001,3717.6387240000004,8.3,45.79,7.4491172,3.80057,3.8,15-0000,Computer and Mathematical Occupations,OR,1510.0,245.6468,125.33000000000001,2016
"Eugene-Springfield, OR",21660,68110.0,3737.8768,1907.08,63980.0,4684.680993440001,2390.1433640000005,4.6,18.206,1.6414529599999998,0.8374759999999999,2.8,15-0000,Computer and Mathematical Occupations,OR,2650.0,238.92399999999995,121.89999999999998,2016
"Grants Pass, OR",24420,76340.0,13765.628799999999,7023.28,72490.0,17252.46257504,8802.276824,35.2,13.536,9.338757120000002,4.764672000000001,9.2,15-0000,Computer and Mathematical Occupations,OR,330.0,227.67360000000005,116.16000000000003,2016
"Medford, OR",32780,63920.0,7015.8592,3579.52,57270.0,8792.976335360001,4486.212416,5.1,13.647,1.36415412,0.695997,5.6,15-0000,Computer and Mathematical Occupations,OR,1120.0,111.95519999999999,57.12,2016
"Portland-Vancouver-Beaverton, OR-WA",38900,85810.0,4541.065200000001,2316.8700000000003,82500.0,5691.317015160001,2903.7331710000003,6.1,38.059,4.550334039999999,2.3215989999999995,2.7,15-0000,Computer and Mathematical Occupations,OR,43130.0,5156.622799999999,2630.93,2016
"Salem, OR",41420,70350.0,3033.492,1547.7,70810.0,3801.8755236,1939.73241,3.8,19.504,1.45265792,0.741152,2.2,15-0000,Computer and Mathematical Occupations,OR,3130.0,233.1224,118.94,2016
"Allentown-Bethlehem-Easton, PA-NJ",10900,80680.0,4269.5856,2178.36,73820.0,5351.0716324800005,2730.1385880000003,9.6,19.309,3.63318144,1.853664,2.7,15-0000,Computer and Mathematical Occupations,PA,6850.0,1288.896,657.6,2016
"Altoona, PA",11020,55070.0,4749.236800000001,2423.0800000000004,49210.0,5952.218481440001,3036.8461640000005,5.8,11.213,1.2746938399999999,0.650354,4.4,15-0000,Computer and Mathematical Occupations,PA,650.0,73.89200000000001,37.7,2016
"Bloomsburg-Berwick, PA",14100,87630.0,9446.514,4819.65,84410.0,11839.315996199999,6040.467345,48.9,34.358,32.930081519999995,16.801061999999998,5.5,15-0000,Computer and Mathematical Occupations,PA,1450.0,1389.7379999999998,709.05,2016
"Chambersburg-Waynesboro, PA",16540,78970.0,5262.5608,2684.98,76620.0,6595.56745064,3365.085434,9.1,15.608,2.78384288,1.420328,3.4,15-0000,Computer and Mathematical Occupations,PA,900.0,160.524,81.9,2016
"East Stroudsburg, PA",20700,57860.0,4422.8184,2256.54,52580.0,5543.118300720001,2828.121582,25.9,11.24,5.705873599999999,2.9111599999999997,3.9,15-0000,Computer and Mathematical Occupations,PA,610.0,309.66040000000004,157.99,2016
"Erie, PA",21500,66670.0,6272.3135999999995,3200.16,62410.0,7861.09063488,4010.7605280000002,3.6,11.812,0.8334547199999999,0.42523199999999994,4.8,15-0000,Computer and Mathematical Occupations,PA,1490.0,105.1344,53.64,2016
"Gettysburg, PA",23900,77360.0,15769.062399999999,8045.44,64070.0,19763.36590592,10083.349952,5.3,8.9,0.924532,0.4717,10.4,15-0000,Computer and Mathematical Occupations,PA,290.0,30.1252,15.37,2016
"Harrisburg-Carlisle, PA",25420,74720.0,2050.3167999999996,1046.08,72500.0,2569.66204544,1311.052064,4.2,38.813,3.1950861600000007,1.6301460000000003,1.4,15-0000,Computer and Mathematical Occupations,PA,12390.0,1019.9448,520.38,2016
"Johnstown, PA",27780,59760.0,5739.350399999999,2928.24,56820.0,7193.12785632,3669.963192,7.0,14.166,1.9435752000000002,0.9916200000000001,4.9,15-0000,Computer and Mathematical Occupations,PA,760.0,104.272,53.2,2016
"Lancaster, PA",29540,69720.0,2323.0704,1185.24,66810.0,2911.50413232,1485.461292,12.9,15.752,3.9827356800000002,2.0320080000000003,1.7,15-0000,Computer and Mathematical Occupations,PA,3690.0,932.9796,476.01,2016
"Lebanon, PA",30140,66630.0,4832.0076,2465.31,63080.0,6055.9551250800005,3089.773023,24.8,7.72,3.7525375999999997,1.9145599999999998,3.7,15-0000,Computer and Mathematical Occupations,PA,380.0,184.7104,94.24,2016
"Montgomery County-Bucks County-Chester County, PA Metropolitan Division",33874,90740.0,2489.9055999999996,1270.36,86940.0,3120.59868848,1592.142188,3.2,44.185,2.7712832000000005,1.4139200000000003,1.4,15-0000,Computer and Mathematical Occupations,PA,45200.0,2834.944,1446.4,2016
"Philadelphia, PA Metropolitan Division",37964,85650.0,2182.362,1113.45,81590.0,2735.1542946000004,1395.4868850000003,6.7,28.081,3.68759692,1.881427,1.3,15-0000,Computer and Mathematical Occupations,PA,25010.0,3284.3132,1675.67,2016
"Pittsburgh, PA",38300,76770.0,2106.5688,1074.78,72810.0,2640.16267704,1347.021774,8.7,31.354,5.346484079999999,2.7277979999999995,1.4,15-0000,Computer and Mathematical Occupations,PA,35550.0,6061.986,3092.85,2016
"Reading, PA",39740,73250.0,2727.83,1391.75,69640.0,3418.7893390000004,1744.2802750000003,6.7,13.645,1.7918614,0.914215,1.9,15-0000,Computer and Mathematical Occupations,PA,2350.0,308.602,157.45,2016
"Scranton--Wilkes-Barre, PA",42540,61430.0,6260.9456,3194.36,58160.0,7846.843120480001,4003.4913880000004,5.2,16.787,1.71093104,0.872924,5.2,15-0000,Computer and Mathematical Occupations,PA,4310.0,439.2752,224.12,2016
"State College, PA",44300,75300.0,7526.988,3840.3,70110.0,9433.574060400002,4813.047990000001,3.1,37.768,2.29478368,1.170808,5.1,15-0000,Computer and Mathematical Occupations,PA,2580.0,156.76080000000002,79.98,2016
"Williamsport, PA",48700,58110.0,2961.2855999999997,1510.86,56640.0,3711.3792424800004,1893.5608380000003,6.6,8.545,1.1053811999999998,0.56397,2.6,15-0000,Computer and Mathematical Occupations,PA,440.0,56.9184,29.04,2016
"York-Hanover, PA",49620,73940.0,3767.9824,1922.44,73170.0,4722.4123419200005,2409.394052,10.3,12.858,2.59577304,1.3243740000000002,2.6,15-0000,Computer and Mathematical Occupations,PA,2310.0,466.3428,237.93,2016
"Aguadilla-Isabela-San Sebastian, PR",10380,40490.0,1984.01,1012.25,38020.0,2486.559733,1268.652925,1.9,13.456,0.50110144,0.255664,2.5,15-0000,Computer and Mathematical Occupations,PR,590.0,21.971600000000002,11.21,2016
"Arecibo, PR",11640,28800.0,4459.392,2275.2,23700.0,5588.9559936,2851.50816,29.0,7.606,4.3232504,2.20574,7.9,15-0000,Computer and Mathematical Occupations,PR,210.0,119.36399999999999,60.9,2016
"Guayama, PR",25020,43350.0,4078.3680000000004,2080.8,40600.0,5111.4186144000005,2607.86664,2.8,3.673,0.20157424,0.10284399999999999,4.8,15-0000,Computer and Mathematical Occupations,PR,40.0,2.1952000000000003,1.12,2016
"Mayaguez, PR",32420,30960.0,2123.8559999999998,1083.6,27960.0,2661.8287248,1358.07588,5.1,7.503,0.74999988,0.38265299999999997,3.5,15-0000,Computer and Mathematical Occupations,PR,220.0,21.9912,11.22,2016
"San German-Cabo Rojo, PR",41900,29150.0,6627.544,3381.4,20170.0,8306.3008952,4237.90862,12.2,4.169,0.9968912799999998,0.5086179999999999,11.6,15-0000,Computer and Mathematical Occupations,PR,80.0,19.1296,9.76,2016
"San Juan-Caguas-Guaynabo, PR",41980,45020.0,1147.1096,585.26,40260.0,1437.6724616800002,733.5063580000001,2.3,12.878,0.58054024,0.296194,1.3,15-0000,Computer and Mathematical Occupations,PR,8650.0,389.94199999999995,198.95,2016
"Providence-Fall River-Warwick, RI-MA",77200,85280.0,2507.232,1279.2,84360.0,3142.3138656,1603.22136,3.9,26.833,2.05111452,1.046487,1.5,15-0000,Computer and Mathematical Occupations,RI,15170.0,1159.5948,591.63,2016
"Charleston-North Charleston, SC",16700,75920.0,2827.2608,1442.48,73280.0,3543.40596064,1807.8601840000001,3.8,30.488,2.27074624,1.158544,1.9,15-0000,Computer and Mathematical Occupations,SC,9990.0,744.0552,379.62,2016
"Columbia, SC",17900,68990.0,3515.7304,1793.74,64920.0,4406.26491032,2248.0943420000003,3.5,28.971,1.9874105999999998,1.013985,2.6,15-0000,Computer and Mathematical Occupations,SC,10830.0,742.938,379.05,2016
"Florence, SC",22500,63560.0,4360.215999999999,2224.6,56930.0,5464.658712800001,2788.0911800000003,6.1,13.118,1.56838808,0.8001980000000001,3.5,15-0000,Computer and Mathematical Occupations,SC,1100.0,131.516,67.1,2016
"Greenville, SC",24860,72620.0,6262.7488,3195.28,62900.0,7849.10307104,4004.644424,4.7,17.929,1.6516194800000001,0.842663,4.4,15-0000,Computer and Mathematical Occupations,SC,7100.0,654.052,333.7,2016
"Hilton Head Island-Bluffton-Beaufort, SC",25940,94100.0,25083.296,12797.6,66970.0,31436.8948768,16039.232080000002,11.4,9.296,2.07709824,1.059744,13.6,15-0000,Computer and Mathematical Occupations,SC,670.0,149.70479999999998,76.38,2016
"Myrtle Beach-Conway-North Myrtle Beach, SC",34820,62320.0,8183.862399999999,4175.44,54570.0,10256.83474592,5233.078952,11.7,8.187,1.8774428399999998,0.9578789999999999,6.7,15-0000,Computer and Mathematical Occupations,SC,1250.0,286.65,146.25,2016
"Spartanburg, SC",43900,63300.0,4714.584,2405.4,57780.0,5908.7881272,3014.68782,9.0,12.074,2.1298535999999997,1.08666,3.8,15-0000,Computer and Mathematical Occupations,SC,1720.0,303.408,154.8,2016
"Sumter, SC",44940,66280.0,5845.896,2982.6,60650.0,7326.6614568,3738.0925800000005,16.2,12.04,3.8229407999999996,1.9504799999999998,4.5,15-0000,Computer and Mathematical Occupations,SC,430.0,136.53359999999998,69.66,2016
"Rapid City, SD",39660,62450.0,3672.06,1873.5,60150.0,4602.192798,2348.05755,5.0,14.339,1.4052220000000002,0.7169500000000001,3.0,15-0000,Computer and Mathematical Occupations,SD,940.0,92.12,47.0,2016
"Sioux Falls, SD",43620,66140.0,1944.516,992.1,61090.0,2437.0619028,1243.39893,1.9,29.688,1.1055811199999999,0.5640719999999999,1.5,15-0000,Computer and Mathematical Occupations,SD,4430.0,164.9732,84.17,2016
"Chattanooga, TN-GA",16860,74390.0,3061.8924,1562.19,73440.0,3837.46974492,1957.892727,7.0,19.033,2.6113275999999996,1.3323099999999999,2.1,15-0000,Computer and Mathematical Occupations,TN,4520.0,620.1439999999999,316.4,2016
"Clarksville, TN-KY",17300,66200.0,4800.8240000000005,2449.4,66710.0,6016.8727192,3069.83302,5.9,10.88,1.2581632,0.64192,3.7,15-0000,Computer and Mathematical Occupations,TN,920.0,106.3888,54.28,2016
"Cleveland, TN",17420,58580.0,6429.7408,3280.48,51520.0,8058.394144640001,4111.4255840000005,13.4,5.385,1.4143164000000001,0.7215900000000001,5.6,15-0000,Computer and Mathematical Occupations,TN,250.0,65.66,33.5,2016
"Jackson, TN",27180,58060.0,4779.4992,2438.52,54670.0,5990.146347360001,3056.1971160000003,14.8,6.871,1.9931396800000003,1.0169080000000001,4.2,15-0000,Computer and Mathematical Occupations,TN,440.0,127.63520000000001,65.12,2016
"Johnson City, TN",27740,66760.0,5103.1344,2603.64,62690.0,6395.75834352,3263.1420120000002,14.9,14.203,4.14784412,2.116247,3.9,15-0000,Computer and Mathematical Occupations,TN,1110.0,324.16439999999994,165.39,2016
"Kingsport-Bristol-Bristol, TN-VA",28700,70520.0,8846.0288,4513.28,66310.0,11086.72789504,5656.493824,5.1,11.537,1.15323852,0.588387,6.4,15-0000,Computer and Mathematical Occupations,TN,1370.0,136.94519999999997,69.86999999999999,2016
"Knoxville, TN",28940,69400.0,2312.408,1179.8,64850.0,2898.1409464000003,1478.64334,4.9,19.327,1.8561650800000002,0.9470230000000002,1.7,15-0000,Computer and Mathematical Occupations,TN,7390.0,709.7356,362.11,2016
"Memphis, TN-MS-AR",32820,69830.0,2737.336,1396.6,66420.0,3430.7032088,1750.35878,4.4,15.287,1.3183508800000001,0.6726280000000001,2.0,15-0000,Computer and Mathematical Occupations,TN,9540.0,822.7296,419.76,2016
"Morristown, TN",34100,57000.0,4468.8,2280.0,53030.0,5600.74704,2857.5240000000003,30.1,9.378,5.53264488,2.822778,4.0,15-0000,Computer and Mathematical Occupations,TN,400.0,235.984,120.4,2016
"Nashville-Davidson--Murfreesboro, TN",34980,75440.0,2217.9359999999997,1131.6,71200.0,2779.7391888,1418.2342800000001,3.3,25.531,1.6513450799999998,0.8425229999999999,1.5,15-0000,Computer and Mathematical Occupations,TN,23290.0,1506.3972,768.57,2016
"Abilene, TX",10180,69350.0,6252.596,3190.1,61420.0,7836.3785668,3998.15233,30.0,14.402,8.468376,4.3206,4.6,15-0000,Computer and Mathematical Occupations,TX,920.0,540.96,276.0,2016
"Amarillo, TX",11100,69140.0,4471.9752,2281.62,66200.0,5604.7265181600005,2859.5543460000004,13.0,13.292,3.3868015999999996,1.72796,3.3,15-0000,Computer and Mathematical Occupations,TX,1530.0,389.844,198.9,2016
"Austin-Round Rock, TX",12420,87000.0,2387.2799999999993,1217.9999999999998,83470.0,2991.978024,1526.5194000000001,4.3,61.014,5.14225992,2.623602,1.4,15-0000,Computer and Mathematical Occupations,TX,58880.0,4962.4064,2531.84,2016
"Beaumont-Port Arthur, TX",13140,66020.0,3881.9759999999997,1980.6,58150.0,4865.2805208,2482.28598,10.3,8.522,1.72042136,0.877766,3.0,15-0000,Computer and Mathematical Occupations,TX,1380.0,278.5944,142.14000000000001,2016
"Brownsville-Harlingen, TX",15180,60320.0,4729.088000000001,2412.8,55680.0,5926.965990400001,3023.9622400000003,9.0,5.107,0.9008748,0.45963,4.0,15-0000,Computer and Mathematical Occupations,TX,700.0,123.48,63.0,2016
"College Station-Bryan, TX",17780,63030.0,5065.090799999999,2584.2299999999996,57410.0,6348.0782996399985,3238.8154589999995,8.3,21.99,3.5773332,1.82517,4.1,15-0000,Computer and Mathematical Occupations,TX,2350.0,382.298,195.05,2016
"Corpus Christi, TX",18580,69390.0,4624.149600000001,2359.26,61150.0,5795.446693680001,2956.8605580000003,11.7,8.093,1.8558867599999997,0.9468809999999999,3.4,15-0000,Computer and Mathematical Occupations,TX,1500.0,343.98,175.5,2016
"Dallas-Plano-Irving, TX Metropolitan Division",19124,90690.0,1599.7716,816.21,88000.0,2004.99374628,1022.955993,2.4,48.364,2.2750425599999997,1.1607359999999998,0.9,15-0000,Computer and Mathematical Occupations,TX,117520.0,5528.1408,2820.48,2016
"El Paso, TX",21340,61840.0,3393.7792,1731.52,56290.0,4253.42347136,2170.114016,6.0,14.509,1.7062583999999998,0.87054,2.8,15-0000,Computer and Mathematical Occupations,TX,4320.0,508.032,259.2,2016
"Fort Worth-Arlington, TX Metropolitan Division",23104,87000.0,7161.84,3654.0,83930.0,8975.934072,4579.5582,4.5,22.658,1.9984356000000003,1.0196100000000001,4.2,15-0000,Computer and Mathematical Occupations,TX,22220.0,1959.8039999999999,999.9,2016
"Houston-Sugar Land-Baytown, TX",26420,90970.0,1783.012,909.7,87050.0,2234.6489395999997,1140.12701,2.4,27.522,1.2946348799999998,0.6605279999999999,1.0,15-0000,Computer and Mathematical Occupations,TX,80780.0,3799.8912,1938.72,2016
"Killeen-Temple-Fort Hood, TX",28660,69130.0,4200.3388,2143.03,67400.0,5264.28461804,2685.859499,10.1,15.782,3.12420472,1.593982,3.1,15-0000,Computer and Mathematical Occupations,TX,2160.0,427.5936,218.16,2016
"Laredo, TX",29700,59010.0,5089.022400000001,2596.4400000000005,55280.0,6378.071773920001,3254.1182520000007,10.2,7.146,1.4286283199999996,0.7288919999999999,4.4,15-0000,Computer and Mathematical Occupations,TX,700.0,139.944,71.39999999999999,2016
"Longview, TX",30980,67300.0,5144.411999999999,2624.7,59790.0,6447.4915596,3289.53651,10.2,7.674,1.53418608,0.782748,3.9,15-0000,Computer and Mathematical Occupations,TX,730.0,145.9416,74.46,2016
"Lubbock, TX",31180,58380.0,5606.8152,2860.62,52590.0,7027.02149016,3585.2150460000003,4.0,16.538,1.2965792,0.66152,4.9,15-0000,Computer and Mathematical Occupations,TX,2320.0,181.888,92.8,2016
"McAllen-Edinburg-Mission, TX",32580,50840.0,3188.6848,1626.88,46810.0,3996.37865984,2038.9687040000001,8.1,7.244,1.1500574399999999,0.586764,3.2,15-0000,Computer and Mathematical Occupations,TX,1810.0,287.35560000000004,146.61,2016
"Midland, TX",33260,75900.0,4760.448,2428.8,72030.0,5966.2694784000005,3044.01504,13.8,9.693,2.62176264,1.337634,3.2,15-0000,Computer and Mathematical Occupations,TX,840.0,227.2032,115.92,2016
"Odessa, TX",36220,65620.0,5401.8384,2756.04,59600.0,6770.12406672,3454.144932,13.4,5.994,1.5742641599999998,0.8031959999999999,4.2,15-0000,Computer and Mathematical Occupations,TX,410.0,107.68239999999999,54.94,2016
"San Angelo, TX",41660,62840.0,3941.3248000000003,2010.88,59710.0,4939.662371840001,2520.235904,9.3,10.53,1.9194084,0.97929,3.2,15-0000,Computer and Mathematical Occupations,TX,490.0,89.3172,45.57,2016
"San Antonio, TX",41700,85760.0,5210.777599999999,2658.56,78380.0,6530.66756608,3331.9732480000002,4.9,29.239,2.8081135600000007,1.4327110000000003,3.1,15-0000,Computer and Mathematical Occupations,TX,28580.0,2744.8232000000003,1400.42,2016
"Sherman-Denison, TX",43300,70430.0,11595.5952,5916.12,61140.0,14532.75946416,7414.673196000001,9.0,6.638,1.1709432,0.59742,8.4,15-0000,Computer and Mathematical Occupations,TX,290.0,51.156,26.1,2016
"Texarkana-Texarkana, TX-AR",45500,58580.0,5051.939200000001,2577.5200000000004,54230.0,6331.595399360001,3230.4058160000004,6.8,6.523,0.86938544,0.44356399999999996,4.4,15-0000,Computer and Mathematical Occupations,TX,360.0,47.9808,24.48,2016
"Tyler, TX",46340,64890.0,4197.0851999999995,2141.37,59480.0,5260.20688116,2683.7790210000003,9.3,12.594,2.29563432,1.1712420000000001,3.3,15-0000,Computer and Mathematical Occupations,TX,1250.0,227.85,116.25,2016
"Victoria, TX",47020,62630.0,10065.8936,5135.66,54000.0,12615.58444888,6436.522677999999,9.9,5.807,1.1267902800000003,0.5748930000000001,8.2,15-0000,Computer and Mathematical Occupations,TX,240.0,46.5696,23.76,2016
"Waco, TX",47380,68380.0,3484.6448,1777.88,63740.0,4367.30532784,2228.217004,28.3,16.157,8.961964759999999,4.572431,2.6,15-0000,Computer and Mathematical Occupations,TX,1830.0,1015.0644,517.89,2016
"Wichita Falls, TX",48660,78170.0,11337.7768,5784.58,74250.0,14209.635663440002,7249.814114000001,40.1,13.839,10.876900439999998,5.549439,7.4,15-0000,Computer and Mathematical Occupations,TX,780.0,613.0487999999999,312.78,2016
"Logan, UT-ID",30860,60540.0,3203.7767999999996,1634.58,55810.0,4015.29346344,2048.619114,9.3,23.828,4.34336784,2.216004,2.7,15-0000,Computer and Mathematical Occupations,UT,1280.0,233.3184,119.04,2016
"Ogden-Clearfield, UT",36260,76110.0,3281.8632000000002,1674.42,74290.0,4113.15914856,2098.5505860000003,7.0,22.087,3.0303364000000004,1.5460900000000002,2.2,15-0000,Computer and Mathematical Occupations,UT,5370.0,736.7639999999999,375.9,2016
"Provo-Orem, UT",39340,75690.0,4153.867200000001,2119.32,70970.0,5206.041761760001,2656.1437560000004,5.1,45.027,4.50089892,2.296377,2.8,15-0000,Computer and Mathematical Occupations,UT,9890.0,988.6043999999999,504.39,2016
"St. George, UT",41100,58160.0,8093.5455999999995,4129.36,50600.0,10143.64070048,5175.3268880000005,12.5,11.282,2.76409,1.41025,7.1,15-0000,Computer and Mathematical Occupations,UT,680.0,166.6,85.0,2016
"Salt Lake City, UT",41620,79520.0,2961.3248000000003,1510.88,75810.0,3711.4283718400006,1893.5859040000003,3.4,38.925,2.593962,1.32345,1.9,15-0000,Computer and Mathematical Occupations,UT,26450.0,1762.628,899.3,2016
"Blacksburg-Christiansburg-Radford, VA",13980,70050.0,5491.92,2802.0,62790.0,6883.023336000001,3511.7466000000004,16.4,21.1,6.782384,3.4604000000000004,4.0,15-0000,Computer and Mathematical Occupations,VA,1460.0,469.3023999999999,239.43999999999997,2016
"Charlottesville, VA",16820,85760.0,5210.777599999999,2658.56,81360.0,6530.66756608,3331.9732480000002,7.4,35.395,5.133690800000001,2.6192300000000004,3.1,15-0000,Computer and Mathematical Occupations,VA,3830.0,555.5032,283.42,2016
"Harrisonburg, VA",25500,61710.0,6652.338000000001,3394.05,54580.0,8337.375215400001,4253.762865000001,29.4,16.223,9.34834152,4.769562,5.5,15-0000,Computer and Mathematical Occupations,VA,1000.0,576.24,294.0,2016
"Lynchburg, VA",31340,77980.0,4126.7016,2105.46,73050.0,5171.99511528,2638.7730180000003,18.2,19.977,7.12619544,3.635814,2.7,15-0000,Computer and Mathematical Occupations,VA,1970.0,702.7384000000001,358.54,2016
"Richmond, VA",40060,86820.0,3233.1767999999997,1649.58,86190.0,4052.14048344,2067.418614,3.9,35.638,2.7241687199999998,1.3898819999999998,1.9,15-0000,Computer and Mathematical Occupations,VA,22770.0,1740.5387999999998,888.03,2016
"Roanoke, VA",40220,72540.0,4691.8872,2393.82,65380.0,5880.34222776,3000.174606,7.8,19.112,2.921842559999999,1.4907359999999996,3.3,15-0000,Computer and Mathematical Occupations,VA,2930.0,447.9384,228.54,2016
"Staunton-Waynesboro, VA",44420,77800.0,6861.96,3501.0,72520.0,8600.094468000001,4387.8033000000005,39.8,20.156,15.723292479999996,8.022087999999998,4.5,15-0000,Computer and Mathematical Occupations,VA,960.0,748.8768,382.08,2016
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,82630.0,2915.1863999999996,1487.34,77330.0,3653.6031151200004,1864.0832220000002,3.8,30.036,2.23708128,1.141368,1.8,15-0000,Computer and Mathematical Occupations,VA,22180.0,1651.9664,842.84,2016
"Winchester, VA-WV",49020,80680.0,7748.5072,3953.32,75440.0,9711.20407376,4954.6959560000005,5.4,13.349,1.41285816,0.7208460000000001,4.9,15-0000,Computer and Mathematical Occupations,VA,760.0,80.4384,41.04,2016
"Burlington-South Burlington, VT",72400,78340.0,3531.5672,1801.82,73480.0,4426.11317176,2258.221006,5.1,37.183,3.7168126799999994,1.8963329999999998,2.3,15-0000,Computer and Mathematical Occupations,VT,4580.0,457.8168,233.58,2016
"Bellingham, WA",13380,71130.0,3903.6144,1991.64,65330.0,4892.39992752,2496.122412,15.1,15.957,4.72263372,2.409507,2.8,15-0000,Computer and Mathematical Occupations,WA,1310.0,387.7076,197.81,2016
"Bremerton-Silverdale, WA",14740,81360.0,3667.7088,1871.28,79580.0,4596.7394390399995,2345.275224,4.2,18.657,1.5358442400000003,0.7835940000000001,2.3,15-0000,Computer and Mathematical Occupations,WA,1560.0,128.4192,65.52,2016
"Kennewick-Richland-Pasco, WA",28420,86530.0,5087.964,2595.9,83310.0,6376.745281199999,3253.4414699999998,5.4,17.937,1.8984520800000002,0.9685980000000001,3.0,15-0000,Computer and Mathematical Occupations,WA,1920.0,203.21280000000002,103.68,2016
"Longview, WA",31020,70730.0,6654.2784,3395.04,67480.0,8339.80711872,4255.003632,9.2,8.428,1.51973696,0.775376,4.8,15-0000,Computer and Mathematical Occupations,WA,300.0,54.096000000000004,27.6,2016
"Mount Vernon-Anacortes, WA",34580,72120.0,4240.656,2163.6,69100.0,5314.8141648,2711.63988,10.4,11.721,2.38920864,1.218984,3.0,15-0000,Computer and Mathematical Occupations,WA,520.0,105.9968,54.08,2016
"Olympia, WA",36500,75200.0,3537.408,1804.8,74480.0,4433.4334464,2261.95584,5.3,47.944,4.98042272,2.541032,2.4,15-0000,Computer and Mathematical Occupations,WA,4950.0,514.206,262.35,2016
"Seattle-Bellevue-Everett, WA Metropolitan Division",42644,110790.0,12594.607199999999,6425.82,109790.0,15784.82120376,8053.480206,5.1,76.403,7.63724388,3.896553,5.8,15-0000,Computer and Mathematical Occupations,WA,121370.0,12132.145199999999,6189.87,2016
"Spokane, WA",44060,70970.0,2921.1252,1490.37,67180.0,3661.04621316,1867.8807210000002,4.9,18.586,1.78499944,0.910714,2.1,15-0000,Computer and Mathematical Occupations,WA,4200.0,403.368,205.8,2016
"Tacoma, WA Metropolitan Division",45104,79440.0,3269.7504,1668.24,74500.0,4097.978176320001,2090.8051920000003,9.7,14.957,2.84362484,1.450829,2.1,15-0000,Computer and Mathematical Occupations,WA,4270.0,811.8124,414.19,2016
"Walla Walla, WA",47460,70670.0,7895.2524,4028.19,70640.0,9895.119832920001,5048.530527000001,9.7,9.719,1.8477762799999995,0.9427429999999998,5.7,15-0000,Computer and Mathematical Occupations,WA,240.0,45.6288,23.28,2016
"Wenatchee, WA",48300,71150.0,6275.43,3201.75,66370.0,7864.996419,4012.753275,22.6,10.07,4.460607200000001,2.2758200000000004,4.5,15-0000,Computer and Mathematical Occupations,WA,430.0,190.4728,97.18,2016
"Yakima, WA",49420,67190.0,3687.3871999999997,1881.32,61100.0,4621.4023777600005,2357.858356,15.6,8.848,2.7053644800000005,1.3802880000000002,2.8,15-0000,Computer and Mathematical Occupations,WA,750.0,229.32,117.0,2016
"Appleton, WI",11540,68520.0,3357.48,1713.0,66110.0,4207.929684,2146.9029,5.1,21.848,2.18392608,1.114248,2.5,15-0000,Computer and Mathematical Occupations,WI,2680.0,267.89279999999997,136.67999999999998,2016
"Eau Claire, WI",20740,59810.0,2344.552,1196.2,56260.0,2938.4270216,1499.19746,20.8,16.794,6.8465779200000005,3.4931520000000003,2.0,15-0000,Computer and Mathematical Occupations,WI,1370.0,558.5215999999999,284.96,2016
"Fond du Lac, WI",22540,66750.0,4448.22,2269.5,63680.0,5574.954126,2844.36435,15.6,13.713,4.1928868800000005,2.139228,3.4,15-0000,Computer and Mathematical Occupations,WI,620.0,189.5712,96.72,2016
"Green Bay, WI",24580,69000.0,2163.84,1104.0,65020.0,2711.9406719999997,1383.6432,14.4,26.362,7.44041088,3.796128,1.6,15-0000,Computer and Mathematical Occupations,WI,4500.0,1270.08,648.0,2016
"Janesville, WI",27500,64120.0,3770.256,1923.6,60450.0,4725.2618448,2410.8478800000003,17.9,16.824,5.90253216,3.011496,3.0,15-0000,Computer and Mathematical Occupations,WI,1090.0,382.41560000000004,195.11,2016
"La Crosse, WI-MN",29100,62460.0,3060.54,1561.5,57960.0,3835.7747820000004,1957.0279500000001,5.1,17.155,1.7148138,0.8749049999999999,2.5,15-0000,Computer and Mathematical Occupations,WI,1240.0,123.9504,63.24,2016
