Occupation,OCC_CODE,OCC_GROUP,A_MEDIAN
Web Developers,15-1134,detailed,73000.0
Database Administrators,15-1141,detailed,98850.0
Network and Computer Systems Administrators,15-1142,detailed,85940.0
Computer Network Architects,15-1143,detailed,115230.0
Computer User Support Specialists,15-1151,detailed,59040.0
Computer Network Support Specialists,15-1152,detailed,65930.0
"Computer Occupations, All Other",15-1199,detailed,101750.0
Actuaries,15-2011,detailed,98560.0
Operations Research Analysts,15-2031,detailed,77250.0
Statisticians,15-2041,detailed,79800.0
Computer Systems Analysts,15-1121,detailed,88800.0
Computer Programmers,15-1131,detailed,91560.0
"Software Developers, Applications",15-1132,detailed,98230.0
Web Developers,15-1134,detailed,58230.0
Database Administrators,15-1141,detailed,90520.0
Network and Computer Systems Administrators,15-1142,detailed,77890.0
Computer Network Architects,15-1143,detailed,93290.0
Computer User Support Specialists,15-1151,detailed,53880.0
Computer Network Support Specialists,15-1152,detailed,62060.0
"Computer Occupations, All Other",15-1199,detailed,91220.0
Statisticians,15-2041,detailed,87610.0
Computer Systems Analysts,15-1121,detailed,76760.0
"Software Developers, Applications",15-1132,detailed,79810.0
Network and Computer Systems Administrators,15-1142,detailed,76360.0
Computer User Support Specialists,15-1151,detailed,48540.0
"Computer Occupations, All Other",15-1199,detailed,72260.0
Computer Systems Analysts,15-1121,detailed,85540.0
Computer Programmers,15-1131,detailed,78050.0
"Software Developers, Applications",15-1132,detailed,88500.0
Web Developers,15-1134,detailed,51130.0
Network and Computer Systems Administrators,15-1142,detailed,66870.0
Computer Network Architects,15-1143,detailed,79660.0
Computer User Support Specialists,15-1151,detailed,43780.0
"Computer Occupations, All Other",15-1199,detailed,71760.0
Computer Systems Analysts,15-1121,detailed,67560.0
"Software Developers, Applications",15-1132,detailed,71090.0
Network and Computer Systems Administrators,15-1142,detailed,66570.0
Computer User Support Specialists,15-1151,detailed,42120.0
"Computer Occupations, All Other",15-1199,detailed,75180.0
Computer Systems Analysts,15-1121,detailed,100580.0
Computer Programmers,15-1131,detailed,89590.0
"Software Developers, Applications",15-1132,detailed,113570.0
"Software Developers, Systems Software",15-1133,detailed,105420.0
Web Developers,15-1134,detailed,79480.0
Database Administrators,15-1141,detailed,103770.0
Network and Computer Systems Administrators,15-1142,detailed,100910.0
Computer Network Architects,15-1143,detailed,123550.0
Computer User Support Specialists,15-1151,detailed,57170.0
Computer Network Support Specialists,15-1152,detailed,87550.0
"Computer Occupations, All Other",15-1199,detailed,82850.0
Actuaries,15-2011,detailed,115200.0
Operations Research Analysts,15-2031,detailed,97860.0
Statisticians,15-2041,detailed,121550.0
Computer Systems Analysts,15-1121,detailed,108820.0
Computer Programmers,15-1131,detailed,83500.0
"Software Developers, Applications",15-1132,detailed,85870.0
"Software Developers, Systems Software",15-1133,detailed,90590.0
Web Developers,15-1134,detailed,62310.0
Database Administrators,15-1141,detailed,65320.0
Network and Computer Systems Administrators,15-1142,detailed,81830.0
Computer User Support Specialists,15-1151,detailed,53410.0
Computer Network Support Specialists,15-1152,detailed,84910.0
Operations Research Analysts,15-2031,detailed,73850.0
Computer Systems Analysts,15-1121,detailed,94040.0
Information Security Analysts,15-1122,detailed,101470.0
Computer Programmers,15-1131,detailed,89690.0
"Software Developers, Applications",15-1132,detailed,99080.0
"Software Developers, Systems Software",15-1133,detailed,105330.0
Web Developers,15-1134,detailed,77500.0
Database Administrators,15-1141,detailed,99970.0
Network and Computer Systems Administrators,15-1142,detailed,80780.0
Computer Network Architects,15-1143,detailed,120800.0
Computer User Support Specialists,15-1151,detailed,59370.0
Computer Network Support Specialists,15-1152,detailed,75570.0
"Computer Occupations, All Other",15-1199,detailed,109520.0
Actuaries,15-2011,detailed,102930.0
Operations Research Analysts,15-2031,detailed,83560.0
Statisticians,15-2041,detailed,95580.0
Computer Systems Analysts,15-1121,detailed,82430.0
Information Security Analysts,15-1122,detailed,96000.0
Computer Programmers,15-1131,detailed,82480.0
"Software Developers, Applications",15-1132,detailed,93560.0
"Software Developers, Systems Software",15-1133,detailed,92290.0
Web Developers,15-1134,detailed,54730.0
Database Administrators,15-1141,detailed,93070.0
Network and Computer Systems Administrators,15-1142,detailed,82880.0
Computer Network Architects,15-1143,detailed,117480.0
Computer User Support Specialists,15-1151,detailed,54780.0
Computer Network Support Specialists,15-1152,detailed,89700.0
"Computer Occupations, All Other",15-1199,detailed,79610.0
Operations Research Analysts,15-2031,detailed,49660.0
Computer Systems Analysts,15-1121,detailed,92260.0
Information Security Analysts,15-1122,detailed,77130.0
Computer Programmers,15-1131,detailed,83950.0
"Software Developers, Applications",15-1132,detailed,95000.0
"Software Developers, Systems Software",15-1133,detailed,95060.0
Web Developers,15-1134,detailed,57190.0
Database Administrators,15-1141,detailed,70530.0
Network and Computer Systems Administrators,15-1142,detailed,83030.0
Computer Network Architects,15-1143,detailed,89740.0
Computer User Support Specialists,15-1151,detailed,50350.0
Computer Network Support Specialists,15-1152,detailed,62900.0
"Computer Occupations, All Other",15-1199,detailed,86780.0
Computer Systems Analysts,15-1121,detailed,77310.0
Computer Programmers,15-1131,detailed,71840.0
"Software Developers, Applications",15-1132,detailed,83810.0
Network and Computer Systems Administrators,15-1142,detailed,84390.0
Computer User Support Specialists,15-1151,detailed,46870.0
Computer Network Support Specialists,15-1152,detailed,74180.0
Computer and Information Research Scientists,15-1111,detailed,129960.0
Computer Systems Analysts,15-1121,detailed,101580.0
Information Security Analysts,15-1122,detailed,110040.0
Computer Programmers,15-1131,detailed,98260.0
"Software Developers, Applications",15-1132,detailed,113620.0
"Software Developers, Systems Software",15-1133,detailed,123520.0
Web Developers,15-1134,detailed,89200.0
Database Administrators,15-1141,detailed,103520.0
Network and Computer Systems Administrators,15-1142,detailed,97980.0
Computer Network Architects,15-1143,detailed,121360.0
Computer User Support Specialists,15-1151,detailed,60910.0
Computer Network Support Specialists,15-1152,detailed,80470.0
"Computer Occupations, All Other",15-1199,detailed,115760.0
Actuaries,15-2011,detailed,132130.0
Mathematicians,15-2021,detailed,144600.0
Operations Research Analysts,15-2031,detailed,108700.0
Statisticians,15-2041,detailed,100980.0
Miscellaneous Mathematical Science Occupations,15-2090,detailed,40180.0
Computer Systems Analysts,15-1121,detailed,89600.0
Computer Programmers,15-1131,detailed,60840.0
"Software Developers, Applications",15-1132,detailed,90480.0
Database Administrators,15-1141,detailed,74440.0
Network and Computer Systems Administrators,15-1142,detailed,59840.0
Computer Network Architects,15-1143,detailed,82780.0
Computer User Support Specialists,15-1151,detailed,54960.0
Computer Network Support Specialists,15-1152,detailed,53670.0
Computer Systems Analysts,15-1121,detailed,95840.0
Information Security Analysts,15-1122,detailed,101910.0
Computer Programmers,15-1131,detailed,76080.0
"Software Developers, Applications",15-1132,detailed,99400.0
"Software Developers, Systems Software",15-1133,detailed,119700.0
Web Developers,15-1134,detailed,67550.0
Database Administrators,15-1141,detailed,88890.0
Network and Computer Systems Administrators,15-1142,detailed,78900.0
Computer Network Architects,15-1143,detailed,134530.0
Computer User Support Specialists,15-1151,detailed,54530.0
Computer Network Support Specialists,15-1152,detailed,62790.0
Actuaries,15-2011,detailed,107460.0
Operations Research Analysts,15-2031,detailed,91990.0
Computer Systems Analysts,15-1121,detailed,61950.0
Information Security Analysts,15-1122,detailed,61780.0
Computer Programmers,15-1131,detailed,80660.0
"Software Developers, Applications",15-1132,detailed,70090.0
"Software Developers, Systems Software",15-1133,detailed,100140.0
Web Developers,15-1134,detailed,49070.0
Database Administrators,15-1141,detailed,78760.0
Network and Computer Systems Administrators,15-1142,detailed,70320.0
Computer Network Architects,15-1143,detailed,66980.0
Computer User Support Specialists,15-1151,detailed,43460.0
Computer Network Support Specialists,15-1152,detailed,55210.0
"Computer Occupations, All Other",15-1199,detailed,60500.0
Operations Research Analysts,15-2031,detailed,50920.0
Computer Systems Analysts,15-1121,detailed,81700.0
Information Security Analysts,15-1122,detailed,73910.0
Computer Programmers,15-1131,detailed,88060.0
"Software Developers, Applications",15-1132,detailed,95430.0
"Software Developers, Systems Software",15-1133,detailed,111470.0
Web Developers,15-1134,detailed,44220.0
Database Administrators,15-1141,detailed,71120.0
Network and Computer Systems Administrators,15-1142,detailed,72910.0
Computer Network Architects,15-1143,detailed,80550.0
Computer User Support Specialists,15-1151,detailed,48780.0
Computer Network Support Specialists,15-1152,detailed,56430.0
"Computer Occupations, All Other",15-1199,detailed,79390.0
Operations Research Analysts,15-2031,detailed,97250.0
Computer Systems Analysts,15-1121,detailed,68060.0
Computer Programmers,15-1131,detailed,69050.0
"Software Developers, Applications",15-1132,detailed,68310.0
"Software Developers, Systems Software",15-1133,detailed,97310.0
Web Developers,15-1134,detailed,54300.0
Database Administrators,15-1141,detailed,67860.0
Network and Computer Systems Administrators,15-1142,detailed,64170.0
Computer Network Architects,15-1143,detailed,55700.0
Computer User Support Specialists,15-1151,detailed,39970.0
Computer Network Support Specialists,15-1152,detailed,50720.0
"Computer Occupations, All Other",15-1199,detailed,71280.0
Operations Research Analysts,15-2031,detailed,65680.0
Computer Systems Analysts,15-1121,detailed,79020.0
Information Security Analysts,15-1122,detailed,92150.0
Computer Programmers,15-1131,detailed,62800.0
"Software Developers, Applications",15-1132,detailed,87240.0
"Software Developers, Systems Software",15-1133,detailed,86900.0
Web Developers,15-1134,detailed,62730.0
Database Administrators,15-1141,detailed,95860.0
Network and Computer Systems Administrators,15-1142,detailed,77140.0
Computer Network Architects,15-1143,detailed,82200.0
Computer User Support Specialists,15-1151,detailed,42510.0
Computer Network Support Specialists,15-1152,detailed,51440.0
"Computer Occupations, All Other",15-1199,detailed,62620.0
Actuaries,15-2011,detailed,95530.0
Operations Research Analysts,15-2031,detailed,65250.0
Statisticians,15-2041,detailed,50820.0
Computer Systems Analysts,15-1121,detailed,67180.0
Information Security Analysts,15-1122,detailed,94840.0
Computer Programmers,15-1131,detailed,54860.0
"Software Developers, Applications",15-1132,detailed,64390.0
"Software Developers, Systems Software",15-1133,detailed,88730.0
Web Developers,15-1134,detailed,49800.0
Database Administrators,15-1141,detailed,65950.0
Network and Computer Systems Administrators,15-1142,detailed,70310.0
Computer Network Architects,15-1143,detailed,58210.0
Computer User Support Specialists,15-1151,detailed,38200.0
Computer Network Support Specialists,15-1152,detailed,45530.0
"Computer Occupations, All Other",15-1199,detailed,69860.0
Operations Research Analysts,15-2031,detailed,61920.0
Computer Programmers,15-1131,detailed,57390.0
Network and Computer Systems Administrators,15-1142,detailed,63110.0
Computer User Support Specialists,15-1151,detailed,36700.0
Computer Systems Analysts,15-1121,detailed,79300.0
Information Security Analysts,15-1122,detailed,75980.0
Computer Programmers,15-1131,detailed,86190.0
"Software Developers, Applications",15-1132,detailed,90880.0
"Software Developers, Systems Software",15-1133,detailed,102100.0
Web Developers,15-1134,detailed,61580.0
Database Administrators,15-1141,detailed,84250.0
Network and Computer Systems Administrators,15-1142,detailed,79340.0
Computer Network Architects,15-1143,detailed,73870.0
Computer User Support Specialists,15-1151,detailed,46290.0
Computer Network Support Specialists,15-1152,detailed,59740.0
"Computer Occupations, All Other",15-1199,detailed,77230.0
Actuaries,15-2011,detailed,100210.0
Operations Research Analysts,15-2031,detailed,70910.0
Computer Systems Analysts,15-1121,detailed,81430.0
Information Security Analysts,15-1122,detailed,76540.0
Computer Programmers,15-1131,detailed,49760.0
"Software Developers, Applications",15-1132,detailed,89330.0
"Software Developers, Systems Software",15-1133,detailed,77960.0
